"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"wCm8A0vnIHh+VD0FN5J8PXf4mdmYd9uwDg8GPddNU=","wCm8A0vnIHh+VD0FN5J8PXf4mdmYd9uwDg8GPddNU=","wCm8A0vnIHh+VD0FN5J8PXf4mdmYd9uwDg8GPddNU=","","","","0","3","2020-01-13","en"
"p880kYlATKJMLLnU5zDev8LGFMv6iyAJ2tPp6rP6FBI=","p880kYlATKJMLLnU5zDev8LGFMv6iyAJ2tPp6rP6FBI=","p880kYlATKJMLLnU5zDev8LGFMv6iyAJ2tPp6rP6FBI=","","","","7","95","2019-12-07","th"
"x+zcl1DOfPQ6o1d5enGO0hLI89FhJK6efDq1B0f5uS4=","x+zcl1DOfPQ6o1d5enGO0hLI89FhJK6efDq1B0f5uS4=","x+zcl1DOfPQ6o1d5enGO0hLI89FhJK6efDq1B0f5uS4=","","เป่ายางสิบล้อ","","0","5","2020-02-21","en"
"Ad7XFysbB7CqXLqQCVqu78lS10HkZtXZaNqIdF0=","Ad7XFysbB7CqXLqQCVqu78lS10HkZtXZaNqIdF0=","Ad7XFysbB7CqXLqQCVqu78lS10HkZtXZaNqIdF0=","","","","1","16","2019-11-12","en"
"dLPNqtVMfOQgeq7gU7ajUpEI8rLrpca+vcuSmMTi0=","dLPNqtVMfOQgeq7gU7ajUpEI8rLrpca+vcuSmMTi0=","dLPNqtVMfOQgeq7gU7ajUpEI8rLrpca+vcuSmMTi0=","","En08","","0","5","2020-01-09","th"
"ejXhEmc73vUyxsDMVwmz8bfrQd0mTE0jAMAFlzZZ6L0=","ejXhEmc73vUyxsDMVwmz8bfrQd0mTE0jAMAFlzZZ6L0=","ejXhEmc73vUyxsDMVwmz8bfrQd0mTE0jAMAFlzZZ6L0=","","","","12","99","2019-12-07","th"
"8yR37MRcKPdO9qqwhY8qkh51laYkQfMjp6orxpk=","8yR37MRcKPdO9qqwhY8qkh51laYkQfMjp6orxpk=","8yR37MRcKPdO9qqwhY8qkh51laYkQfMjp6orxpk=","","","","0","1","2018-09-30","en"
"vU4UHU4txhjwGLWlwMN5bK9hStXV4vpXLr2lxw37Os=","vU4UHU4txhjwGLWlwMN5bK9hStXV4vpXLr2lxw37Os=","vU4UHU4txhjwGLWlwMN5bK9hStXV4vpXLr2lxw37Os=","","","","0","0","2019-12-07","en"
"Q5yrbHpafT9HgrFOyoC2nW0LZo2WCt4eLdJgNATyrEU=","Q5yrbHpafT9HgrFOyoC2nW0LZo2WCt4eLdJgNATyrEU=","Q5yrbHpafT9HgrFOyoC2nW0LZo2WCt4eLdJgNATyrEU=","","","","1","26","2020-01-02","en"
"NyeyYhlJy2+mVQC+MAa4Stgr+td75Vg7rZjE+WcY4WY=","NyeyYhlJy2+mVQC+MAa4Stgr+td75Vg7rZjE+WcY4WY=","NyeyYhlJy2+mVQC+MAa4Stgr+td75Vg7rZjE+WcY4WY=","","","","0","6","2020-01-30","en"
"IEz9hKsNaraBpAitbEWnxKbrFI7dj2MTRBnjTUbHNxM=","IEz9hKsNaraBpAitbEWnxKbrFI7dj2MTRBnjTUbHNxM=","IEz9hKsNaraBpAitbEWnxKbrFI7dj2MTRBnjTUbHNxM=","","","","20","63","2020-01-08","en"
"alFpxtN5TEfXbCru081hMtXMFgRyyGzl+gq2QMN8C9o=","alFpxtN5TEfXbCru081hMtXMFgRyyGzl+gq2QMN8C9o=","alFpxtN5TEfXbCru081hMtXMFgRyyGzl+gq2QMN8C9o=","","","","0","0","2020-01-09","en"
"PpfDgCy7xBcuoHIDy0R97SBPS9FzhDNXJ95H7uvf5I=","PpfDgCy7xBcuoHIDy0R97SBPS9FzhDNXJ95H7uvf5I=","PpfDgCy7xBcuoHIDy0R97SBPS9FzhDNXJ95H7uvf5I=","","","","1","4","2019-12-03","th"
"qdD3hX0Vpf01TgRHeSbYCyHkLmdJchB6dpZ+HyakcKc=","qdD3hX0Vpf01TgRHeSbYCyHkLmdJchB6dpZ+HyakcKc=","qdD3hX0Vpf01TgRHeSbYCyHkLmdJchB6dpZ+HyakcKc=","","","","0","1","2020-01-09","en"
"rmctqnHPt+FvwY97Lcf2NkxrcX4rgDfkOPmfOevwO8=","rmctqnHPt+FvwY97Lcf2NkxrcX4rgDfkOPmfOevwO8=","rmctqnHPt+FvwY97Lcf2NkxrcX4rgDfkOPmfOevwO8=","","","","0","4","2020-01-09","th"
"R00WHwAtmvTGRJNLy7WxqFV1CMAMOkdZ221zDtpbc3g=","R00WHwAtmvTGRJNLy7WxqFV1CMAMOkdZ221zDtpbc3g=","R00WHwAtmvTGRJNLy7WxqFV1CMAMOkdZ221zDtpbc3g=","","","","0","0","2019-12-08","en"
"o0XjbYgacE1QR41+j758KePMQnkzqTjrD4irXqME=","o0XjbYgacE1QR41+j758KePMQnkzqTjrD4irXqME=","o0XjbYgacE1QR41+j758KePMQnkzqTjrD4irXqME=","","","","0","4","2020-01-14","en"
"cnPncvIvAeLH32rg89loNw4gsux2ZaiTOoyTHQIOXQs=","cnPncvIvAeLH32rg89loNw4gsux2ZaiTOoyTHQIOXQs=","cnPncvIvAeLH32rg89loNw4gsux2ZaiTOoyTHQIOXQs=","","","","0","0","2020-01-15","en"
"M1FygSlXNwtKEUaNAbCNjDiUtKdzBK8WOZ3FWAf52A=","M1FygSlXNwtKEUaNAbCNjDiUtKdzBK8WOZ3FWAf52A=","M1FygSlXNwtKEUaNAbCNjDiUtKdzBK8WOZ3FWAf52A=","","","","0","8","2020-01-24","en"
"9de4npoSkXRNhSPRezl8rl+bOQOai7nKJRAiFTPyWw0=","9de4npoSkXRNhSPRezl8rl+bOQOai7nKJRAiFTPyWw0=","9de4npoSkXRNhSPRezl8rl+bOQOai7nKJRAiFTPyWw0=","","โอเครนะ","","0","12","2019-12-06","th"
"eNZ750fTv5v3spKqc1vssnI37EWW8e77B6r+A7f0Y+I=","eNZ750fTv5v3spKqc1vssnI37EWW8e77B6r+A7f0Y+I=","eNZ750fTv5v3spKqc1vssnI37EWW8e77B6r+A7f0Y+I=","","love you tomuch","","0","6","2020-01-04","en"
"JlGovjKKXCfLrFM3RMrPGACJjg3CAM7fYEA0OGJkWo=","JlGovjKKXCfLrFM3RMrPGACJjg3CAM7fYEA0OGJkWo=","JlGovjKKXCfLrFM3RMrPGACJjg3CAM7fYEA0OGJkWo=","","","","0","0","2019-12-09","en"
"qzlT6AjLRJmUjncHf2JEJAA1n9QFV1ZKV5uD91Xg=","qzlT6AjLRJmUjncHf2JEJAA1n9QFV1ZKV5uD91Xg=","qzlT6AjLRJmUjncHf2JEJAA1n9QFV1ZKV5uD91Xg=","","","","3","63","2019-12-07","th"
"eQiEmsEG9bjU4qaqy+hkKGqmEGquwIPpIVTDdR3lg8=","eQiEmsEG9bjU4qaqy+hkKGqmEGquwIPpIVTDdR3lg8=","eQiEmsEG9bjU4qaqy+hkKGqmEGquwIPpIVTDdR3lg8=","","หล่อ รวย","","0","1","2020-01-10","en"
"sMVQvqzzh0a1b8p5o319IjM6fYUkCoGSfpJRjnDknZQ=","sMVQvqzzh0a1b8p5o319IjM6fYUkCoGSfpJRjnDknZQ=","sMVQvqzzh0a1b8p5o319IjM6fYUkCoGSfpJRjnDknZQ=","","","","0","0","2019-12-08","en"
"PwwiZiO9ZG9z04x8ASXm9TxYUiU+ACBmgl1NZAxNftI=","PwwiZiO9ZG9z04x8ASXm9TxYUiU+ACBmgl1NZAxNftI=","PwwiZiO9ZG9z04x8ASXm9TxYUiU+ACBmgl1NZAxNftI=","","","","0","0","2019-12-09","en"
"KUk4Ug+I8w9cHmCo6xKSViqYrblBFRUwJiuNBAj7gE=","KUk4Ug+I8w9cHmCo6xKSViqYrblBFRUwJiuNBAj7gE=","KUk4Ug+I8w9cHmCo6xKSViqYrblBFRUwJiuNBAj7gE=","","popcorn","","0","8","2020-01-09","en"
"gdgDvB+wTEhabZOR5DwPqDGYxIYuxOx4y9htwUpR78=","gdgDvB+wTEhabZOR5DwPqDGYxIYuxOx4y9htwUpR78=","gdgDvB+wTEhabZOR5DwPqDGYxIYuxOx4y9htwUpR78=","","","","0","12","2020-01-14","en"
"kumvu3sycX2wc2MBphv0EQBXFWppLSw2hdxzMVT98=","kumvu3sycX2wc2MBphv0EQBXFWppLSw2hdxzMVT98=","kumvu3sycX2wc2MBphv0EQBXFWppLSw2hdxzMVT98=","","","","0","0","2019-12-08","en"
"LSW85JA1juFPgiuqe45lrgwNESzWZRQLjIh5ce8ddR0=","LSW85JA1juFPgiuqe45lrgwNESzWZRQLjIh5ce8ddR0=","LSW85JA1juFPgiuqe45lrgwNESzWZRQLjIh5ce8ddR0=","","","","0","2","2020-01-09","en"
"Xw6f7EusyJtFhqkS99X0IuSipV4FCXv0q1GXI9NegY4=","Xw6f7EusyJtFhqkS99X0IuSipV4FCXv0q1GXI9NegY4=","Xw6f7EusyJtFhqkS99X0IuSipV4FCXv0q1GXI9NegY4=","","","","0","0","2019-12-06","en"
"1PPqflHQ4846R6S7Vnql1bCfHqwKCz5lGqsMUrUHmk=","1PPqflHQ4846R6S7Vnql1bCfHqwKCz5lGqsMUrUHmk=","1PPqflHQ4846R6S7Vnql1bCfHqwKCz5lGqsMUrUHmk=","","","","0","1","2020-01-14","en"
"UAb9csIVqlpT8KCKegtFtORFrn7v9v2t5M3pzTMrJI=","UAb9csIVqlpT8KCKegtFtORFrn7v9v2t5M3pzTMrJI=","UAb9csIVqlpT8KCKegtFtORFrn7v9v2t5M3pzTMrJI=","","","","0","12","2019-12-06","en"
"r1lc+1wCGKgTfidzyQ7IbF7KruSk3JpA0gRE0PdMo4=","r1lc+1wCGKgTfidzyQ7IbF7KruSk3JpA0gRE0PdMo4=","r1lc+1wCGKgTfidzyQ7IbF7KruSk3JpA0gRE0PdMo4=","","","","0","1","2020-01-13","en"
"BwZxpYdFIzOpZW18ciRyT4tRn4uuNXKx1AVYMzUjRc=","BwZxpYdFIzOpZW18ciRyT4tRn4uuNXKx1AVYMzUjRc=","BwZxpYdFIzOpZW18ciRyT4tRn4uuNXKx1AVYMzUjRc=","","","","0","9","2020-01-14","en"
"cmuzrMi9ScCT96suPw4w9f2jxTAwm2NIHkyX5K9YPI=","cmuzrMi9ScCT96suPw4w9f2jxTAwm2NIHkyX5K9YPI=","cmuzrMi9ScCT96suPw4w9f2jxTAwm2NIHkyX5K9YPI=","","","","0","1","2020-01-09","th"
"PUuiz2cXALWWOdajgf6iWt5QF8eYLnlwjrkPZQqbm8=","PUuiz2cXALWWOdajgf6iWt5QF8eYLnlwjrkPZQqbm8=","PUuiz2cXALWWOdajgf6iWt5QF8eYLnlwjrkPZQqbm8=","","*-*","","0","1","2020-01-14","en"
"fh27vA2YwJ4oYUZLrUI4BizmOryq69rnmq2msXqsc=","fh27vA2YwJ4oYUZLrUI4BizmOryq69rnmq2msXqsc=","fh27vA2YwJ4oYUZLrUI4BizmOryq69rnmq2msXqsc=","","Hi","","18","93","2019-12-03","th"
"NUaMjZryhC4ek9IOuboDQY0Xr5zAkBn6LyFDSpsbr6c=","NUaMjZryhC4ek9IOuboDQY0Xr5zAkBn6LyFDSpsbr6c=","NUaMjZryhC4ek9IOuboDQY0Xr5zAkBn6LyFDSpsbr6c=","","","","21","61","2020-01-08","en"
"LfkNqbSyE07WvY18ZYoNS2XhWTcI2Z6QhJCH+SQ7Fs=","LfkNqbSyE07WvY18ZYoNS2XhWTcI2Z6QhJCH+SQ7Fs=","LfkNqbSyE07WvY18ZYoNS2XhWTcI2Z6QhJCH+SQ7Fs=","กรุงเทพมหานคร, ประเทศไทย","","","0","5","2020-02-21","en"
"EBwokUKqarSjCh3pKG8fWQd9rA4WYLg9bbwO+rjiEOI=","EBwokUKqarSjCh3pKG8fWQd9rA4WYLg9bbwO+rjiEOI=","EBwokUKqarSjCh3pKG8fWQd9rA4WYLg9bbwO+rjiEOI=","","","","0","16","2020-01-15","en"
"MzE5TgTAKhEjna+oeTguO+8CTFetarz0l++l4CR2bg=","MzE5TgTAKhEjna+oeTguO+8CTFetarz0l++l4CR2bg=","MzE5TgTAKhEjna+oeTguO+8CTFetarz0l++l4CR2bg=","","พุดน้อย","","0","2","2019-06-27","en"
"MlgIP2L6mVYvEWc4Fp61fWPPCvofnv2bjHOJ7IqYtc=","MlgIP2L6mVYvEWc4Fp61fWPPCvofnv2bjHOJ7IqYtc=","MlgIP2L6mVYvEWc4Fp61fWPPCvofnv2bjHOJ7IqYtc=","","","","0","0","2020-02-21","th"
"kvRHkv9On+A8aJi2D8Ht87VVMldTAqHajGvy80DPn0k=","kvRHkv9On+A8aJi2D8Ht87VVMldTAqHajGvy80DPn0k=","kvRHkv9On+A8aJi2D8Ht87VVMldTAqHajGvy80DPn0k=","","เป็นคนใสใส","","1","2","2019-12-06","en"
"IRwucJX8dZCC0DM+nQ+HJWMYn7wLYKXLCDEuWjh4SU=","IRwucJX8dZCC0DM+nQ+HJWMYn7wLYKXLCDEuWjh4SU=","IRwucJX8dZCC0DM+nQ+HJWMYn7wLYKXLCDEuWjh4SU=","","","","0","3","2020-01-09","en"
"0ivzrGxX9xlLho3WBaaPURvfJauDMMW6V23LisGwXo=","0ivzrGxX9xlLho3WBaaPURvfJauDMMW6V23LisGwXo=","0ivzrGxX9xlLho3WBaaPURvfJauDMMW6V23LisGwXo=","","kaykai","","1","5","2019-12-08","en"
"dQ5V7VJsD3KBX5MHZPXvIefN1oLL3Br1iw+gFKpXnw=","dQ5V7VJsD3KBX5MHZPXvIefN1oLL3Br1iw+gFKpXnw=","dQ5V7VJsD3KBX5MHZPXvIefN1oLL3Br1iw+gFKpXnw=","","","","2","17","2020-01-09","th"
"8ukX2tR3qmXQ7HYaA6kurLmeUGVmSalu8g2Wzll+AiM=","8ukX2tR3qmXQ7HYaA6kurLmeUGVmSalu8g2Wzll+AiM=","8ukX2tR3qmXQ7HYaA6kurLmeUGVmSalu8g2Wzll+AiM=","","","","0","0","2019-12-08","en"
"CgFpN6PWt3aQyP+DRgNvDXrxYslRVo7ciASzS8geqg=","CgFpN6PWt3aQyP+DRgNvDXrxYslRVo7ciASzS8geqg=","CgFpN6PWt3aQyP+DRgNvDXrxYslRVo7ciASzS8geqg=","จ.นครราชสีมา, ประเทศไทย","สวยใสไร้สิว","","2","12","2020-01-09","en"
"S2r8s0YyxzlWL0yeac96hMQZIPSIpxb7AtKTjyRrM=","S2r8s0YyxzlWL0yeac96hMQZIPSIpxb7AtKTjyRrM=","S2r8s0YyxzlWL0yeac96hMQZIPSIpxb7AtKTjyRrM=","","","","0","2","2020-01-13","en"
"uSmkbWFbMkIKsvCJfPp5ZfdZbmqSUxmNaegN9vVGUc=","uSmkbWFbMkIKsvCJfPp5ZfdZbmqSUxmNaegN9vVGUc=","uSmkbWFbMkIKsvCJfPp5ZfdZbmqSUxmNaegN9vVGUc=","","","","0","31","2020-02-19","th"
"64jqWi1mCNEG3rXt66gx8XqinNUGSJmZMeLulaaG2G4=","64jqWi1mCNEG3rXt66gx8XqinNUGSJmZMeLulaaG2G4=","64jqWi1mCNEG3rXt66gx8XqinNUGSJmZMeLulaaG2G4=","","illuminati","","0","8","2020-01-08","en"
"w8VEN6ukG6Hs77IXzDN2xwog6LPo17roojfhLRsNMG8=","w8VEN6ukG6Hs77IXzDN2xwog6LPo17roojfhLRsNMG8=","w8VEN6ukG6Hs77IXzDN2xwog6LPo17roojfhLRsNMG8=","","","","0","8","2019-12-06","en"
"CJDn8nFJKtCi0CfQrMxAcbIVNvliwrLaaBK6mYbmw=","CJDn8nFJKtCi0CfQrMxAcbIVNvliwrLaaBK6mYbmw=","CJDn8nFJKtCi0CfQrMxAcbIVNvliwrLaaBK6mYbmw=","","","","0","0","2020-01-15","en"
"I8x6EN2IjmF3Y2CYRsSYvOW0IOZ0O6+31zkuNRBER6M=","I8x6EN2IjmF3Y2CYRsSYvOW0IOZ0O6+31zkuNRBER6M=","I8x6EN2IjmF3Y2CYRsSYvOW0IOZ0O6+31zkuNRBER6M=","","สู้ต่อไป","","0","6","2019-12-08","en"
"XtV2Oefc5vpVENTADILI64eLZF0I1pffBrp9V6m3Uc=","XtV2Oefc5vpVENTADILI64eLZF0I1pffBrp9V6m3Uc=","XtV2Oefc5vpVENTADILI64eLZF0I1pffBrp9V6m3Uc=","","","","0","9","2020-02-01","en"
"Yu0OLGe8vUD3rxMTj7mp6Kus9+BRPwUh5u4NQVfjXo=","Yu0OLGe8vUD3rxMTj7mp6Kus9+BRPwUh5u4NQVfjXo=","Yu0OLGe8vUD3rxMTj7mp6Kus9+BRPwUh5u4NQVfjXo=","","","","0","13","2019-12-08","en"
"UpXRuOdvhB16cHcyqHpyClWqPJugxPs4mn7G5VcYlTo=","UpXRuOdvhB16cHcyqHpyClWqPJugxPs4mn7G5VcYlTo=","UpXRuOdvhB16cHcyqHpyClWqPJugxPs4mn7G5VcYlTo=","","","","0","0","2019-12-08","en"
"7WWrFajYIOzkmjT89Yvayi8IOZVFUVqD0U0ql0rE=","7WWrFajYIOzkmjT89Yvayi8IOZVFUVqD0U0ql0rE=","7WWrFajYIOzkmjT89Yvayi8IOZVFUVqD0U0ql0rE=","","","","0","7","2020-01-28","en"
"yO8Za8pV0xwHqJTWMqXYXRtpusqFhuC8AkN+1Og+E=","yO8Za8pV0xwHqJTWMqXYXRtpusqFhuC8AkN+1Og+E=","yO8Za8pV0xwHqJTWMqXYXRtpusqFhuC8AkN+1Og+E=","","โลกความจริง","","0","6","2019-12-07","en"
"4VOED2EwJ01302lNyXF5BfKTa4C5Ck6OupDzxv0N2A=","4VOED2EwJ01302lNyXF5BfKTa4C5Ck6OupDzxv0N2A=","4VOED2EwJ01302lNyXF5BfKTa4C5Ck6OupDzxv0N2A=","","เดาะบอลด้วยดากดำๆ","","0","8","2020-02-21","en"
"zxZZuNqcMNcY87KHvalAfY24VyiC5clCkBvHsx92zA=","zxZZuNqcMNcY87KHvalAfY24VyiC5clCkBvHsx92zA=","zxZZuNqcMNcY87KHvalAfY24VyiC5clCkBvHsx92zA=","","","","0","0","2019-12-23","en"
"suB37f96AmV86PTuZCn9qxrs0YPNNyjT+ExA99yLtGg=","suB37f96AmV86PTuZCn9qxrs0YPNNyjT+ExA99yLtGg=","suB37f96AmV86PTuZCn9qxrs0YPNNyjT+ExA99yLtGg=","","","","0","3","2020-01-28","th"
"TQNcxIjjWEKWh5UThWqnPnQ1yKMpPfESrk4IY702qg=","TQNcxIjjWEKWh5UThWqnPnQ1yKMpPfESrk4IY702qg=","TQNcxIjjWEKWh5UThWqnPnQ1yKMpPfESrk4IY702qg=","","","","0","0","2019-12-08","en"
"rO7H4OzNSBDwPz9voa27sAJaNaly5gMDu4tPwQcjzc=","rO7H4OzNSBDwPz9voa27sAJaNaly5gMDu4tPwQcjzc=","rO7H4OzNSBDwPz9voa27sAJaNaly5gMDu4tPwQcjzc=","","","","0","2","2019-12-08","en"
"QOei4f4WD0cv7PLMIDcYvvX1fNTAoVYdf+XXI+pMCTA=","QOei4f4WD0cv7PLMIDcYvvX1fNTAoVYdf+XXI+pMCTA=","QOei4f4WD0cv7PLMIDcYvvX1fNTAoVYdf+XXI+pMCTA=","","","","1","59","2020-01-23","en"
"Nyw4DRHlMCI5mjjPrjMS76UI4FpXZG0zQupdzpp+YYs=","Nyw4DRHlMCI5mjjPrjMS76UI4FpXZG0zQupdzpp+YYs=","Nyw4DRHlMCI5mjjPrjMS76UI4FpXZG0zQupdzpp+YYs=","","ว่ายน้ำบนบกได้","","1","23","2019-12-15","th"
"ydvukqhWoUp3e0JtmM5SsZ42FrzjeJYtlZ+VVFcPh1A=","ydvukqhWoUp3e0JtmM5SsZ42FrzjeJYtlZ+VVFcPh1A=","ydvukqhWoUp3e0JtmM5SsZ42FrzjeJYtlZ+VVFcPh1A=","","","","0","1","2020-01-09","en"
"4NXFOHRVhMBjMpji+wUqiNLRyzswsjF3N6whS+ly3r0=","4NXFOHRVhMBjMpji+wUqiNLRyzswsjF3N6whS+ly3r0=","4NXFOHRVhMBjMpji+wUqiNLRyzswsjF3N6whS+ly3r0=","","","","0","17","2019-12-07","th"
"VCTgJKFyUJ8XBJJMnLr8k6F8fSTYkhoYiUODsJa8=","VCTgJKFyUJ8XBJJMnLr8k6F8fSTYkhoYiUODsJa8=","VCTgJKFyUJ8XBJJMnLr8k6F8fSTYkhoYiUODsJa8=","","","","0","81","2020-01-21","en"
"f1X7uk5kCggfMIBJ7Shhdb75dkSplVjQSQ63Knmfs2Y=","f1X7uk5kCggfMIBJ7Shhdb75dkSplVjQSQ63Knmfs2Y=","f1X7uk5kCggfMIBJ7Shhdb75dkSplVjQSQ63Knmfs2Y=","","","","0","2","2020-01-09","en"
"Sh+RipxGO5yelPYFVUW8BzfiwL0Z9cezffvL63CHFE=","Sh+RipxGO5yelPYFVUW8BzfiwL0Z9cezffvL63CHFE=","Sh+RipxGO5yelPYFVUW8BzfiwL0Z9cezffvL63CHFE=","","","","1","0","2019-12-08","en"
"2ttM66KKHdNMznS5WbbXPidWF14Utrt3HNM7e0VFVMo=","2ttM66KKHdNMznS5WbbXPidWF14Utrt3HNM7e0VFVMo=","2ttM66KKHdNMznS5WbbXPidWF14Utrt3HNM7e0VFVMo=","","","","0","9","2019-12-06","en"
"s8cwZFZEa7l6G4Wq32Y8A53URq+s8ygCZgWLXiif6lo=","s8cwZFZEa7l6G4Wq32Y8A53URq+s8ygCZgWLXiif6lo=","s8cwZFZEa7l6G4Wq32Y8A53URq+s8ygCZgWLXiif6lo=","","","","0","1","2020-02-03","en"
"xxfh7HwklYlFXmucDJKaF+QhRGm5SPubjX9IKlHEOo=","xxfh7HwklYlFXmucDJKaF+QhRGm5SPubjX9IKlHEOo=","xxfh7HwklYlFXmucDJKaF+QhRGm5SPubjX9IKlHEOo=","","","","0","0","2019-12-08","en"
"l1ioiWd4+MZeqrlzEvNL30mR++aCiM1RRbh7x0nX9A8=","l1ioiWd4+MZeqrlzEvNL30mR++aCiM1RRbh7x0nX9A8=","l1ioiWd4+MZeqrlzEvNL30mR++aCiM1RRbh7x0nX9A8=","","","","0","0","2019-12-08","en"
"d7ZUO9VefMqyWMtJUi8s7SGdyT3CFUqun4kg4CuKp2s=","d7ZUO9VefMqyWMtJUi8s7SGdyT3CFUqun4kg4CuKp2s=","d7ZUO9VefMqyWMtJUi8s7SGdyT3CFUqun4kg4CuKp2s=","","","","0","0","2020-01-15","en"
"PQmt3X1ibiwUHEVGQsWCwjrLkkeB4OkbEUWOIfeI9A=","PQmt3X1ibiwUHEVGQsWCwjrLkkeB4OkbEUWOIfeI9A=","PQmt3X1ibiwUHEVGQsWCwjrLkkeB4OkbEUWOIfeI9A=","","","","0","0","2019-12-24","en"
"GQzhBM6XNp6W9CCq2l4NgAqxxmR7cg1phTZiLaflA=","GQzhBM6XNp6W9CCq2l4NgAqxxmR7cg1phTZiLaflA=","GQzhBM6XNp6W9CCq2l4NgAqxxmR7cg1phTZiLaflA=","","","","0","0","2020-01-15","en"
"XAulkHTOzkiG0gLyKKOMFlk6m3Xu0FqSXwuR7cZWPc=","XAulkHTOzkiG0gLyKKOMFlk6m3Xu0FqSXwuR7cZWPc=","XAulkHTOzkiG0gLyKKOMFlk6m3Xu0FqSXwuR7cZWPc=","","","","0","0","2019-12-09","en"
"EOUJH+Iarpcld7z7HIEqiu9FDKNFFM6VFiskjN0tMQM=","EOUJH+Iarpcld7z7HIEqiu9FDKNFFM6VFiskjN0tMQM=","EOUJH+Iarpcld7z7HIEqiu9FDKNFFM6VFiskjN0tMQM=","","","","0","10","2019-12-15","th"
"HeAT12DJjwJt+7iz8QJSmxhYPLb+70s19MJvVCQVutw=","HeAT12DJjwJt+7iz8QJSmxhYPLb+70s19MJvVCQVutw=","HeAT12DJjwJt+7iz8QJSmxhYPLb+70s19MJvVCQVutw=","","สุดสวย","","0","7","2020-01-31","en"
"x0welCVnBQHTqiH3MQZgTyQR2B1Ej1G2GyOT1llIHss=","x0welCVnBQHTqiH3MQZgTyQR2B1Ej1G2GyOT1llIHss=","x0welCVnBQHTqiH3MQZgTyQR2B1Ej1G2GyOT1llIHss=","","","","0","0","2020-01-13","en"
"svksjCa36lwBkYisI6RGuKMS3juBf3eeOO7PahHxbw=","svksjCa36lwBkYisI6RGuKMS3juBf3eeOO7PahHxbw=","svksjCa36lwBkYisI6RGuKMS3juBf3eeOO7PahHxbw=","","","","0","0","2019-12-06","en"
"ax3KHO6QEkt0xgzb0x3QD0A36utSelgMNAGjGjQDoo=","ax3KHO6QEkt0xgzb0x3QD0A36utSelgMNAGjGjQDoo=","ax3KHO6QEkt0xgzb0x3QD0A36utSelgMNAGjGjQDoo=","","เคยโดนกวนประสาทจนโมโหมั้ย","","2","28","2019-12-04","th"
"NsLmZEl0WJfoq2+q94TU+5l4vCmsLAHuEqrV5onquc0=","NsLmZEl0WJfoq2+q94TU+5l4vCmsLAHuEqrV5onquc0=","NsLmZEl0WJfoq2+q94TU+5l4vCmsLAHuEqrV5onquc0=","","","","1","8","2020-01-09","en"
"j47nrPCPot+oHOXvhZqnQgykGFuaq28JyKUczgFchAQ=","j47nrPCPot+oHOXvhZqnQgykGFuaq28JyKUczgFchAQ=","j47nrPCPot+oHOXvhZqnQgykGFuaq28JyKUczgFchAQ=","","","","1","46","2019-12-08","en"
"mkhq2yTdbCyyzK9LVfj4oDQk0rUdZbYyQexxoo03db4=","mkhq2yTdbCyyzK9LVfj4oDQk0rUdZbYyQexxoo03db4=","mkhq2yTdbCyyzK9LVfj4oDQk0rUdZbYyQexxoo03db4=","","","","0","5","2019-12-06","en"
"dE+kwHlTuOzTGjNWfNqD1cr81GtnYQjq43KJkJgjp+w=","dE+kwHlTuOzTGjNWfNqD1cr81GtnYQjq43KJkJgjp+w=","dE+kwHlTuOzTGjNWfNqD1cr81GtnYQjq43KJkJgjp+w=","","","","0","0","2019-12-07","en"
"6V1Ht9eSQVTsB4cfwEghonZ2ef54qYGPenp3uHkUjG0=","6V1Ht9eSQVTsB4cfwEghonZ2ef54qYGPenp3uHkUjG0=","6V1Ht9eSQVTsB4cfwEghonZ2ef54qYGPenp3uHkUjG0=","","","","0","3","2020-01-15","th"
"0LNrGESL8haXV4H9oMf8HPeU2eOkriwuZB6by4+lXIc=","0LNrGESL8haXV4H9oMf8HPeU2eOkriwuZB6by4+lXIc=","0LNrGESL8haXV4H9oMf8HPeU2eOkriwuZB6by4+lXIc=","","","","0","0","2020-01-28","en"
"TbmAg2Lhd4bhaOINQFtyGhKhS8nE9PY7yBr6upVI5jU=","TbmAg2Lhd4bhaOINQFtyGhKhS8nE9PY7yBr6upVI5jU=","TbmAg2Lhd4bhaOINQFtyGhKhS8nE9PY7yBr6upVI5jU=","","","","0","1","2020-01-13","th"
"5l1tn0h0rOemYDeBX0fhQDzzPgORWXUx1i1ZPPidY+s=","5l1tn0h0rOemYDeBX0fhQDzzPgORWXUx1i1ZPPidY+s=","5l1tn0h0rOemYDeBX0fhQDzzPgORWXUx1i1ZPPidY+s=","","คนไทยแท้ๆ แม่คนไทย พ่อคนไทย รักประเทศไทย เคารพสิทธิของผู้อื่น","","0","7","2019-12-04","en"
"mCCDlC+rgheibgaTtSPyZ0DLJDg4ngJz0VfquAYWXqo=","mCCDlC+rgheibgaTtSPyZ0DLJDg4ngJz0VfquAYWXqo=","mCCDlC+rgheibgaTtSPyZ0DLJDg4ngJz0VfquAYWXqo=","","แล้วไง","","0","1","2020-01-09","th"
